title,texto_lemmatizado
The Postman,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'Simple', 'Italian', 'postman', 'learns', 'love', 'poetry', 'delivering', 'mail', 'famous', 'poet', ';', 'us', 'woo', 'local', 'beauty', 'Beatrice', '.']"
The Confessional,"['[', ""'Thriller"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Mystery"", ""'"", ']', 'year', '1952', ',', 'Quebec', 'City', '.', 'Rachel', '(', '16', ')', ',', 'unmarried', 'pregnant', ',', 'work', 'church', '.', 'Filled', 'shame', ',', 'unburdens', 'guilt', 'young', 'priest', ',', 'confidentiality', 'confessional', '.', 'present', 'year', '1989', ',', 'Pierre', 'Lamontagne', 'returned', 'Quebec', 'attend', 'father', ""'s"", 'funeral', '.', 'meet', 'adopted', 'brother', ',', 'Marc', ',', 'begun', 'questioning', 'identity', 'embarked', 'quest', 'root', 'would', 'lead', 'Quebec', '1950s', '.', 'Past', 'present', 'converge', 'complex', 'web', 'intrigue', 'answer', 'mystery', 'lie', '.']"
The Indian in the Cupboard,"['[', ""'Adventure"", ""'"", ',', ""'Family"", ""'"", ',', ""'Fantasy"", ""'"", ']', 'nine-year-old', 'boy', 'get', 'plastic', 'Indian', 'cupboard', 'birthday', 'find', 'involved', 'adventure', 'Indian', 'come', 'life', 'befriends', '.']"
Eye for an Eye,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', ""'s"", 'fire', 'brimstone', 'time', 'grieving', 'mother', 'Karen', 'McCann', 'take', 'justice', 'hand', 'kangaroo', 'court', 'Los', 'Angeles', 'fails', 'convict', 'Robert', 'Doob', ',', 'monster', 'raped', 'murdered', '17-year-old', 'daughter', '.']"
Mr. Holland's Opus,"['[', ""'Music"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ']', '1965', ',', 'passionate', 'musician', 'Glenn', 'Holland', 'take', 'day', 'job', 'high', 'school', 'music', 'teacher', ',', 'convinced', ""'s"", 'small', 'obstacle', 'road', 'true', 'calling', ':', 'writing', 'historic', 'opus', '.', 'decade', 'roll', 'composition', 'unwritten', 'generation', 'student', 'inspired', 'teaching', ',', 'Holland', 'must', 'redefine', 'life', ""'s"", 'purpose', '.']"
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"['[', ""'Comedy"", ""'"", ']', 'Ashtray', '(', 'Shawn', 'Wayans', ')', 'move', 'South', 'Central', 'L.A.', 'live', 'father', '(', 'appears', 'age', ')', 'grandmother', '(', 'like', 'talk', 'tough', 'smoke', 'reefer', ')', ',', 'fall', 'gang-banging', 'cousin', 'Loc', 'Dog', '(', 'Marlon', 'Wayans', ')', ',', 'along', 'requisite', 'pistol', 'Uzi', 'carry', 'thermo-nuclear', 'warhead', 'self-defense', '.', 'Ashtray', 'able', 'keep', 'living', 'straight', 'life', '?']"
Two If by Sea,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'Frank', ""O'Brien"", ',', 'petty', 'thief', ',', '7-year-long', 'girlfriend', 'Roz', 'want', 'put', 'end', 'unsteady', 'lifestyle', 'last', 'job', ',', 'involves', 'stealing', 'valuable', 'painting', '.', 'Frank', 'take', 'Roz', 'island', 'coast', 'New', 'England', ',', 'want', 'sell', 'painting', 'also', 'hope', 'sagging', 'relationship', 'get', 'positive', 'push', 'back', '.', 'everything', 'go', 'planned', '.']"
Bio-Dome,"['[', ""'Comedy"", ""'"", ']', 'Bud', 'Doyle', 'two', 'loser', 'nothing', 'life', '.', 'girlfriend', 'actively', 'involved', 'saving', 'environment', ',', 'two', 'friend', 'could', ""n't"", 'care', 'le', 'saving', 'Earth', '.', 'One', 'day', ',', 'group', 'scientist', 'begin', 'mission', 'live', 'inside', '``', 'Bio-Dome', ""''"", 'year', 'without', 'outside', 'contact', ',', 'Bud', 'Doyle', 'mistakenly', 'become', 'part', 'project', '.']"
Lawnmower Man 2: Beyond Cyberspace,"['[', ""'Action"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ']', 'Jobe', 'resuscitated', 'Jonathan', 'Walker', '.', 'want', 'Jobe', 'create', 'special', 'computer', 'chip', 'would', 'connect', 'computer', 'world', 'one', 'network', ',', 'Walker', 'would', 'control', 'use', '.', 'Walker', ""n't"", 'realize', 'group', 'teenage', 'hacker', 'stop', 'plan', '.']"
Two Bits,"['[', ""'Drama"", ""'"", ',', ""'Family"", ""'"", ']', ""'s"", 'hot', 'summer', 'day', '1933', 'South', 'Philly', ',', '12-year', 'old', 'Gennaro', 'life', 'widowed', 'mom', 'ailing', 'grandpa', ',', 'sits', 'outside', 'holding', 'tight', 'last', 'quarter', ',', ""'s"", 'promised', 'Gennaro', 'Gennaro', 'would', 'like', 'buy', 'ticket', 'plush', 'new', 'movie', 'theater', '.', 'grandpa', ""'s"", 'ready', 'pas', 'quarter', 'pas', 'final', 'reward', ':', 'unfinished', 'business', 'woman', 'past', ',', 'enlists', 'Gennaro', 'act', 'emissary', '.']"
French Twist,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'learning', 'husband', ""'s"", 'infidelity', ',', 'housewife', 'invite', 'itinerant', 'lesbian', 'move', '.', 'None', 'life', 'ever', '.']"
Friday,"['[', ""'Comedy"", ""'"", ']', 'Craig', 'Smokey', 'two', 'guy', 'Los', 'Angeles', 'hanging', 'porch', 'Friday', 'afternoon', ',', 'smoking', 'drinking', ',', 'looking', 'something', '.']"
From Dusk Till Dawn,"['[', ""'Horror"", ""'"", ',', ""'Action"", ""'"", ',', ""'Thriller"", ""'"", ',', ""'Crime"", ""'"", ']', 'Seth', 'Gecko', 'younger', 'brother', 'Richard', 'run', 'bloody', 'bank', 'robbery', 'Texas', '.', 'escape', 'across', 'border', 'Mexico', 'home-free', 'next', 'morning', ',', 'pay', 'local', 'kingpin', '.', 'survive', ""'from"", 'dusk', 'till', 'dawn', ""'"", 'rendezvous', 'point', ',', 'turn', 'Hell', 'strip', 'joint', '.']"
Fair Game,"['[', ""'Action"", ""'"", ',', ""'Thriller"", ""'"", ',', ""'Romance"", ""'"", ']', 'Max', 'Kirkpatrick', 'cop', 'protects', 'Kate', 'McQuean', ',', 'civil', 'law', 'attorney', ',', 'renegade', 'KGB', 'team', 'terminate']"
Kicking and Screaming,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'college', 'graduation', ',', 'Grover', ""'s"", 'girlfriend', 'Jane', 'tell', ""'s"", 'moving', 'Prague', 'study', 'writing', '.', 'Grover', 'decline', 'accompany', ',', 'deciding', 'instead', 'move', 'several', 'friend', ',', 'ca', ""n't"", 'quite', 'work', 'inertia', 'escape', 'university', ""'s"", 'pull', '.', 'Nobody', 'want', 'make', 'big', 'decision', 'would', 'radically', 'alter', 'life', ',', 'yet', 'none', 'want', 'end', 'like', 'Chet', ',', 'professional', 'student', 'tends', 'bar', 'tenth', 'year', 'university', 'study', '.']"
Les Miserables,"['[', ""'Drama"", ""'"", ',', ""'History"", ""'"", ']', 'France', 'World', 'War', 'II', ',', 'poor', 'illiterate', 'man', ',', 'Henri', 'Fortin', '(', 'Jean-Paul', 'Belmondo', ')', ',', 'introduced', 'Victor', 'Hugo', ""'s"", 'classic', 'novel', 'Les', 'Misérables', 'begin', 'see', 'parallel', 'book', 'life', '.']"
Bed of Roses,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'seed', 'love', 'planted', 'Lisa', ',', 'high-powered', 'investment', 'banker', ',', 'receives', 'flower', 'secret', 'admirer', '.', 'fairy-tale', 'fantasy', 'clash', 'workaholic', 'way', ',', 'soon', 'find', 'sometimes', ',', ""'s"", 'harder', 'seems', 'love', 'conquer', '.']"
Big Bully,"['[', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'writer', 'return', 'hometown', 'face', 'childhood', 'nemesis', 'whose', 'life', 'ultimately', 'ruined', ',', 'bully', 'want', 'relive', 'painful', 'past', 'torturing', '.']"
Screamers,"['[', ""'Horror"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ']', '(', 'SIRIUS', '6B', ',', 'Year', '2078', ')', 'distant', 'mining', 'planet', 'ravaged', 'decade', 'war', ',', 'scientist', 'created', 'perfect', 'weapon', ':', 'blade-wielding', ',', 'self-replicating', 'race', 'killing', 'device', 'known', 'Screamers', 'designed', 'one', 'purpose', '--', 'hunt', 'destroy', 'enemy', 'life', 'form', '.']"
Nico Icon,"['[', ""'Documentary"", ""'"", ']', 'look', 'many', 'life', 'Christa', 'Päffgen', ',', 'otherwise', 'known', 'Nico', ';', 'cutie', 'German', 'mädchen', 'first', 'supermodel', ',', 'glamorous', 'diva', 'Velvet', 'Underground', ',', 'cult', 'item', ',', 'junkie', 'hag', '.', 'Many', 'face', 'woman', ',', ',', 'realize', ',', 'could', ""n't"", 'bring', 'care', 'enough', 'live', '.']"
The Crossing Guard,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'daughter', 'died', 'hit', 'run', ',', 'Freddy', 'Gale', 'waited', 'six', 'year', 'John', 'Booth', ',', 'man', 'responsible', ',', 'released', 'prison', '.', 'day', 'release', ',', 'Gale', 'visit', 'Booth', 'announces', 'kill', 'one', 'week', '.', 'Booth', 'us', 'time', 'try', 'make', 'peace', 'entourage', ',', 'even', 'find', 'romance', '.', 'Gale', ',', 'whose', 'life', 'spiraling', 'obsession', 'towards', 'Booth', ',', 'bring', 'edge', 'sanity', '.', 'end', 'week', ',', 'men', 'find', 'collision', 'course', '.']"
The Juror,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'gangster', 'bos', 'trial', 'murder', ',', 'mob', 'thug', 'known', '``', 'Teacher', ""''"", 'tell', 'Annie', 'Laird', 'must', 'talk', 'fellow', 'juror', 'not-guilty', 'verdict', ',', 'implying', ""'ll"", 'kill', 'son', 'Oliver', 'fails', '.', 'manages', ',', ',', 'becomes', 'clear', 'mobster', 'might', 'want', 'silence', 'good', ',', 'sends', 'Oliver', 'abroad', 'try', 'gather', 'evidence', 'plot', ',', 'setting', 'final', 'showdown', '.']"
The White Balloon,"['[', ""'Family"", ""'"", ',', ""'Drama"", ""'"", ']', 'Several', 'people', 'try', 'take', 'advantage', 'little', 'girl', ""'s"", 'innocence', 'hustle', 'money', 'mom', 'gave', 'buy', 'goldfish', '.']"
Things to Do in Denver When You're Dead,"['[', ""'Drama"", ""'"", ',', ""'Crime"", ""'"", ']', 'mafia', 'film', 'Tarantino', 'style', 'star-studded', 'cast', '.', 'Jimmy', '’', '“', 'Saint', '”', 'gangster', 'career', 'finally', 'ended', '.', 'Yet', 'find', 'self', 'favor', 'wise', 'godfather', 'known', '“', 'Man', 'Plan', '.', '”']"
Antonia's Line,"['[', ""'Drama"", ""'"", ',', ""'Comedy"", ""'"", ']', 'World', 'War', 'II', ',', 'Antonia', 'daughter', ',', 'Danielle', ',', 'go', 'back', 'Dutch', 'hometown', ',', 'Antonia', ""'s"", 'late', 'mother', 'bestowed', 'small', 'farm', 'upon', '.', ',', 'Antonia', 'settle', 'join', 'tightly-knit', 'unusual', 'community', '.', 'around', 'include', 'quirky', 'friend', 'Crooked', 'Finger', ',', 'would-be', 'suitor', 'Bas', ',', 'eventually', 'Antonia', ',', 'granddaughter', 'great-granddaughter', 'help', 'create', 'strong', 'family', 'empowered', 'woman', '.']"
Once Upon a Time... When We Were Colored,"['[', ""'Romance"", ""'"", ',', ""'Drama"", ""'"", ']', 'film', 'relates', 'story', 'tightly', 'connected', 'Afro-American', 'community', 'informally', 'called', 'Colored', 'Town', 'inhabitant', 'live', 'depend', 'world', 'racist', 'oppression', 'everywhere', ',', 'told', 'boy', 'called', 'Cliff', 'spent', 'childhood', '.', 'Despite', ',', 'see', 'life', 'community', 'joy', 'sorrow', ',', 'live', 'others', 'decide', 'leave', 'better', 'life', 'north', '.', 'remaining', ',', 'thing', 'come', 'serious', 'situation', 'one', 'prominent', 'businessman', 'muscled', 'white', 'competitor', 'using', 'racist', 'intimidation', '.', 'response', ',', 'community', 'must', 'make', 'decision', 'whether', 'submit', 'meekly', 'like', 'always', ',', 'finally', 'fight', 'right', '.']"
Last Summer in the Hamptons,"['[', ']', 'Filmed', 'entirely', 'location', 'East', 'Hampton', ',', 'Long', 'Island', ',', '``', 'Last', 'Summer', 'Hamptons', ""''"", 'concern', 'large', 'theatrical', 'family', 'spending', 'last', 'weekend', 'summer', 'together', 'decades-old', 'family', 'retreat', 'economic', 'circumstance', 'forced', 'put', 'market', '.', 'Victoria', 'Foyt', 'play', 'young', 'Hollywood', 'actress', 'whose', 'visit', 'wreaks', 'havoc', 'stellar', 'group', 'family', 'friend', '-', 'led', 'matriarch', 'Viveca', 'Lindfors', 'made', 'extraordinary', 'mix', 'prominent', 'New', 'York', 'actor', ',', 'director', ',', 'playwright', '.', 'course', 'unusual', 'weekend', ',', 'comic', 'well', 'serious', 'situation', 'arise', ',', 'family', ""'s"", 'secret', '-', 'many', '-', 'begin', 'unravel', '.']"
Angels and Insects,"['[', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'Victorian', 'England', ',', 'wealthy', 'patriarch', 'Sir', 'Harald', 'Alabaster', 'invite', 'impoverished', 'biologist', ',', 'William', 'Adamson', ',', 'home', '.', ',', 'William', 'try', 'continue', 'work', ',', 'distracted', 'Alabaster', ""'s"", 'seductive', 'daughter', ',', 'Eugenia', '.', 'William', 'Eugenia', 'begin', 'torrid', 'romance', ',', 'couple', 'become', 'closer', ',', 'young', 'scientist', 'begin', 'realize', 'dark', ',', 'disturbing', 'thing', 'happening', 'behind', 'closed', 'door', 'Alabaster', 'manor', '.']"
White Squall,"['[', ""'Action"", ""'"", ',', ""'Drama"", ""'"", ']', 'Teenage', 'boy', 'discover', 'discipline', 'camaraderie', 'ill-fated', 'sailing', 'voyage', '.']"
Dunston Checks In,"['[', ""'Adventure"", ""'"", ',', ""'Comedy"", ""'"", ',', ""'Family"", ""'"", ']', 'Hotel', 'manager', 'Robert', 'Grant', 'forced', 'bos', 'postpone', 'family', 'vacation', 'hotel', 'critic', 'check', '.', 'Trouble', ',', 'critic', 'really', 'villainous', 'jewel', 'thief', 'orangutan', 'assistant', 'named', 'Dunston', '.', 'Dunston', 'get', 'loose', 'try', 'escape', 'life', 'crime', '--', 'aided', 'Robert', ""'s"", 'son', '--', 'havoc', ',', 'hijinks', 'lot', 'laugh', 'abound', '!']"
Black Sheep,"['[', ""'Comedy"", ""'"", ']', 'dignified', 'Albert', 'Donnelly', 'run', 'Governor', ',', 'team', 'move', 'keep', 'slow-witted', 'klutzy', 'younger', 'brother', ',', 'Mike', ',', 'eye', 'medium', '.', 'baby-sit', 'Mike', ',', 'campaign', 'assigns', 'sarcastic', 'Steve', ',', 'get', 'experience', 'lifetime', 'try', 'take', 'Mike', 'town', 'election', '.']"
Nick of Time,"['[', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'Gene', 'Watson', 'public', 'accountant', 'arrives', 'train', 'Union', 'Station', 'Los', 'Angeles', ',', 'accompanied', '6-year-old', 'daughter', 'Lynn', '.', 'ordinary', 'look', ',', 'approached', 'pair', 'sinister', 'people', 'named', 'Smith', 'Jones', '.']"
The Journey of August King,"['[', ""'Drama"", ""'"", ']', 'Journey', 'August', 'King', 'multi-dimensional', 'drama', 'North', 'Carolina', 'farmer', '1815', '.', 'August', 'King', ',', 'widower', ',', 'way', 'home', 'every', 'year', 'selling', 'produce', 'purchasing', 'stock', 'good', 'need', 'survive', 'winter', '.', 'journey', ',', 'come', 'upon', 'run-away', 'slave', ',', 'young', 'woman', '19', 'August', 'King', 'must', 'decide', 'violate', 'law', 'help', 'slave', 'freedom', 'else', 'leave', 'hunted', ',', 'ultimately', ',', 'returned', 'slave', 'owner', '.']"
Mary Reilly,"['[', ""'Drama"", ""'"", ',', ""'Horror"", ""'"", ',', ""'Thriller"", ""'"", ',', ""'Romance"", ""'"", ']', 'housemaid', 'fall', 'love', 'Dr.', 'Jekyll', 'darkly', 'mysterious', 'counterpart', ',', 'Mr.', 'Hyde', '.']"
Vampire in Brooklyn,"['[', ""'Comedy"", ""'"", ',', ""'Horror"", ""'"", ',', ""'Romance"", ""'"", ']', 'Maximillian', ',', 'lone', 'survivor', 'race', 'vampire', ',', 'come', 'Brooklyn', 'search', 'way', 'live', 'past', 'next', 'full', 'moon', '.', 'ticket', 'survival', 'Rita', ',', 'NYPD', 'detective', ""n't"", 'know', ""'s"", 'half', 'vampire', '--', 'Maximillian', 'whatever', ""'s"", 'necessary', 'put', 'spell', '.']"
Beautiful Girls,"['[', ""'Comedy"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Romance"", ""'"", ']', 'snowy', 'winter', 'small', 'fictional', 'town', 'Knight', ""''"", 'Ridge', ',', 'Massachusetts', ',', 'group', 'lifelong', 'buddy', 'hang', ',', 'drink', 'struggle', 'connect', 'woman', 'affect', 'decision', ',', 'dream', 'desire', '.']"
Broken Arrow,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'rogue', 'stealth-fighter', 'pilot', 'Vic', 'Deakins', 'deliberately', 'drop', 'radar', 'maneuver', ',', 'Air', 'Force', 'end', 'two', 'stolen', 'nuclear', 'warhead', '--', 'Deakins', ""'s"", 'co-pilot', ',', 'Riley', 'Hale', ',', 'military', ""'s"", 'hope', 'getting', 'back', '.', 'Traversing', 'deserted', 'canyon', 'Utah', ',', 'Hale', 'team', 'park', 'ranger', 'Terry', 'Carmichael', 'put', 'Deakins', 'back', 'box', '.']"
A Midwinter's Tale,"['[', ""'Comedy"", ""'"", ']', 'work', 'actor', 'Joe', 'volunteer', 'help', 'try', 'save', 'sister', ""'s"", 'local', 'church', 'community', 'putting', 'Christmas', 'production', 'Hamlet', ',', 'somewhat', 'advice', 'agent', 'Margaretta', '.', 'cast', 'assembles', 'still', 'available', 'even', 'Christmas', 'prepared', ""'profit"", 'sharing', ""'"", 'basis', '(', ',', 'may', 'get', 'paid', 'anything', ')', 'expect', '-', 'get', '-', 'cream', 'cream', '.', 'although', 'bring', 'problem', 'foible', 'along', ',', 'something', 'bigger', 'start', 'emerge', 'perhaps', 'aptly', 'named', 'village', 'Hope', '.']"
La Haine,"['[', ""'Drama"", ""'"", ']', 'Aimlessly', 'whiling', 'away', 'day', 'concrete', 'environs', 'dead-end', 'suburbia', ',', 'Vinz', ',', 'Hubert', ',', 'Said', '--', 'Jew', ',', 'African', ',', 'Arab', '--', 'give', 'human', 'face', 'France', ""'s"", 'immigrant', 'population', ',', 'bristling', 'resentment', 'social', 'marginalization', 'slowly', 'simmering', 'reach', 'climactic', 'boiling', 'point', '.', 'La', 'Haine', 'mean', 'Hate', '.']"
Shopping,"['[', ""'Action"", ""'"", ',', ""'Adventure"", ""'"", ',', ""'Drama"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Thriller"", ""'"", ']', 'dark', ',', 'hip', ',', 'urban', 'story', 'barren', 'anonymous', 'city', 'underclass', ""'"", 'sport', 'choice', 'ram-raiding', '.', 'exciting', 'game', 'stolen', 'car', 'driven', 'shop', 'window', 'aid', 'large-scale', 'looting', 'police', 'arrive', '.', 'Tommy', ',', ""'s"", 'business', ',', 'Billy', 'Jo', ',', ""'s"", 'labour', 'love', '.', 'competition', 'Tommy', 'Billy', 'grows', 'fierce', ',', 'stake', 'become', 'higher', '``', 'shopping', ""''"", 'trip', 'increasingly', 'risky', '.']"
Heidi Fleiss: Hollywood Madam,"['[', ""'Documentary"", ""'"", ']', 'documentary', 'crew', 'BBC', 'arrives', 'L.A.', 'intent', 'interviewing', 'Heidi', 'Fleiss', ',', 'year', 'arrest', 'running', 'brothel', 'trial', '.', 'Several', 'month', 'elapse', 'interview', ',', 'crew', 'search', 'anyone', ""'ll"", 'talk', 'young', 'woman', '.', 'Two', 'people', 'lot', 'say', 'camera', ':', 'retired', 'madam', 'named', 'Alex', 'Fleiss', 'worked', 'Fleiss', ""'s"", 'one-time', 'boyfriend', ',', 'Ivan', 'Nagy', ',', 'introduced', 'Alex', '.', 'Alex', 'Nagy', ""n't"", 'like', ',', 'crew', 'shuttle', '``', 'said', ""''"", '``', 'said', '.', ""''"", 'finally', 'interview', 'Fleiss', ',', 'spend', 'time', 'reciting', 'Alex', 'Nagy', 'say', 'asking', 'reaction', '.']"
City Hall,"['[', ""'Drama"", ""'"", ',', ""'Thriller"", ""'"", ']', 'accidental', 'shooting', 'boy', 'New', 'York', 'lead', 'investigation', 'Deputy', 'Mayor', ',', 'unexpectedly', 'far-reaching', 'consequence', '.']"
Bottle Rocket,"['[', ""'Comedy"", ""'"", ',', ""'Crime"", ""'"", ',', ""'Drama"", ""'"", ']', 'Upon', 'release', 'mental', 'hospital', 'following', 'nervous', 'breakdown', ',', 'directionless', 'Anthony', 'join', 'friend', 'Dignan', ',', 'seems', 'far', 'le', 'sane', 'former', '.', 'Dignan', 'hatched', 'hair-brained', 'scheme', 'as-yet-unspecified', 'crime', 'spree', 'somehow', 'involves', 'former', 'bos', ',', '(', 'supposedly', ')', 'legendary', 'Mr.', 'Henry', '.']"
Mr. Wrong,"['[', ""'Comedy"", ""'"", ',', ""'Romance"", ""'"", ']', 'single', 'lonely', 'woman', 'find', 'seemingly', 'perfect', 'man', 'date', ',', 'soon', 'regret', 'deranged', 'possessive', 'personality', 'emerges', 'worst', 'still', ',', 'convince', 'anyone', 'else', 'Jekyll/Hyde', 'true', 'nature', '.']"
Unforgettable,"['[', ""'Drama"", ""'"", ',', ""'Mystery"", ""'"", ',', ""'Science"", 'Fiction', ""'"", ',', ""'Thriller"", ""'"", ']', 'Ray', 'Liotta', 'star', 'medical', 'examiner', 'acquitted', 'wife', ""'s"", 'murder', 'many', 'still', 'question', 'innocence', '.', 'Obsessed', 'finding', 'wife', ""'s"", 'killer', ',', 'possible', 'solution', 'present', 'experimental', 'serum', 'designed', 'neurobiology', 'Linda', 'Fiorentino', 'ability', 'transfer', 'memory', 'one', 'person', 'another', ',', 'without', 'consequence', '.', 'Liotta', 'driven', 'solve', 'case', 'injects', 'serum', ',', 'bringing', 'closer', 'closer', 'finding', 'killer', 'bringing', 'closer', 'death', '.']"
